complaint_id,encounter_record_id,patient_visit_id,hospital_id,hospital_name,complaint_datetime,service_area,source,formal_complaint_flag,complaint_theme,complaint_text,sentiment,urgency,resolution_status,daily_average_wait_minutes,daily_critical_wait_share_pct,source_system,synthetic_flag
CMP0000247,EN000610,VIS00082456,KPJ_01,JCORP Specialist Hospital,2025-01-20 16:28:00,Emergency Department,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 59 minutes.,Negative,Medium,Not Applicable,28.62,2.94,Patient Experience System,True
CMP0000248,EN000616,,KPJ_01,JCORP Specialist Hospital,2025-01-22 08:19:00,Emergency Department,Call Centre,True,Poor Communication,The instructions provided were confusing.,Negative,Medium,In Progress,30.17,2.84,Patient Experience System,True
CMP0000249,EN000617,,KPJ_01,JCORP Specialist Hospital,2025-01-22 08:02:00,Outpatient Department,Google Review,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating.,Negative,High,Not Applicable,35.51,0.0,Patient Experience System,True
CMP0000250,EN000623,VIS00084429,KPJ_01,JCORP Specialist Hospital,2025-01-24 21:34:00,Outpatient Department,Facebook,False,Insufficient Staff,Only a few staff members were handling many patients.,Negative,High,Not Applicable,34.9,0.0,Patient Experience System,True
CMP0000251,EN000625,VIS00084706,KPJ_01,JCORP Specialist Hospital,2025-01-25 16:06:00,Emergency Department,Google Review,False,Poor Communication,No one updated us about the service delay.,Negative,Medium,Not Applicable,30.36,1.34,Patient Experience System,True
CMP0000252,EN000632,VIS00085366,KPJ_01,JCORP Specialist Hospital,2025-01-27 11:45:00,Outpatient Department,Formal Complaint Form,True,Overcrowding,Patient flow appeared poorly managed.,Negative,High,Resolved,36.3,0.0,Patient Experience System,True
CMP0000253,EN000642,,KPJ_01,JCORP Specialist Hospital,2025-01-30 10:54:00,Inpatient Wards,Call Centre,True,Overcrowding,The waiting area was overcrowded.,Negative,Medium,Open,0.0,0.0,Patient Experience System,True
CMP0000254,EN000641,VIS00086834,KPJ_01,JCORP Specialist Hospital,2025-01-30 11:30:00,Outpatient Department,Formal Complaint Form,True,Poor Communication,The instructions provided were confusing.,Negative,Low,Resolved,34.74,0.0,Patient Experience System,True
CMP0000255,EN000646,VIS00087431,KPJ_01,JCORP Specialist Hospital,2025-02-01 20:29:00,Emergency Department,Patient Portal,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 50 minutes.,Negative,Medium,Resolved,30.01,1.92,Patient Experience System,True
CMP0000256,EN000649,VIS00087666,KPJ_01,JCORP Specialist Hospital,2025-02-02 11:35:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 19 minutes.,Negative,Medium,In Progress,31.82,1.44,Patient Experience System,True
CMP0000257,EN000651,,KPJ_01,JCORP Specialist Hospital,2025-02-02 18:03:00,Inpatient Wards,Patient Portal,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000258,EN000652,VIS00088005,KPJ_01,JCORP Specialist Hospital,2025-02-03 15:22:00,Emergency Department,Facebook,False,Staff Attitude,The staff member was not very helpful.,Negative,Low,Not Applicable,31.96,1.48,Patient Experience System,True
CMP0000259,EN000655,VIS00088397,KPJ_01,JCORP Specialist Hospital,2025-02-04 10:53:00,Emergency Department,Google Review,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 26 minutes.,Negative,Medium,Not Applicable,29.25,2.9,Patient Experience System,True
CMP0000260,EN000655,,KPJ_01,JCORP Specialist Hospital,2025-02-04 21:32:00,Emergency Department,Patient Portal,True,Poor Communication,The instructions provided were confusing.,Negative,High,Resolved,29.25,2.9,Patient Experience System,True
CMP0000261,EN000656,VIS00088760,KPJ_01,JCORP Specialist Hospital,2025-02-04 09:04:00,Outpatient Department,Facebook,False,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 38 minutes.,Negative,Medium,Not Applicable,34.14,0.0,Patient Experience System,True
CMP0000262,EN000658,VIS00088807,KPJ_01,JCORP Specialist Hospital,2025-02-05 13:48:00,Emergency Department,Google Review,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 20 minutes.,Negative,High,Not Applicable,27.38,3.55,Patient Experience System,True
CMP0000263,EN000667,VIS00090179,KPJ_01,JCORP Specialist Hospital,2025-02-08 13:43:00,Emergency Department,Facebook,False,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Not Applicable,28.24,2.96,Patient Experience System,True
CMP0000264,EN000670,VIS00090542,KPJ_01,JCORP Specialist Hospital,2025-02-09 17:27:00,Emergency Department,Formal Complaint Form,True,Poor Communication,No one updated us about the service delay.,Negative,Medium,Resolved,29.65,1.21,Patient Experience System,True
CMP0000265,EN000674,VIS00091007,KPJ_01,JCORP Specialist Hospital,2025-02-10 21:10:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 39 minutes.,Negative,Medium,In Progress,35.37,0.0,Patient Experience System,True
CMP0000266,EN000678,,KPJ_01,JCORP Specialist Hospital,2025-02-11 20:51:00,Inpatient Wards,Formal Complaint Form,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,High,Open,0.0,0.0,Patient Experience System,True
CMP0000267,EN000679,VIS00091584,KPJ_01,JCORP Specialist Hospital,2025-02-12 17:27:00,Emergency Department,Patient Portal,True,Poor Communication,I did not receive enough information about what was happening.,Negative,High,Resolved,29.03,0.74,Patient Experience System,True
CMP0000268,EN000683,VIS00092348,KPJ_01,JCORP Specialist Hospital,2025-02-13 13:11:00,Outpatient Department,Call Centre,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 39 minutes.,Negative,High,Open,35.08,0.0,Patient Experience System,True
CMP0000269,EN000688,,KPJ_01,JCORP Specialist Hospital,2025-02-15 17:13:00,Emergency Department,Patient Portal,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Resolved,29.44,1.22,Patient Experience System,True
CMP0000270,EN000688,VIS00092825,KPJ_01,JCORP Specialist Hospital,2025-02-15 10:12:00,Emergency Department,Call Centre,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 44 minutes.,Negative,Medium,In Progress,29.44,1.22,Patient Experience System,True
CMP0000271,EN000688,VIS00092794,KPJ_01,JCORP Specialist Hospital,2025-02-15 10:12:00,Emergency Department,Call Centre,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 37 minutes.,Negative,Medium,Resolved,29.44,1.22,Patient Experience System,True
CMP0000272,EN000688,VIS00092880,KPJ_01,JCORP Specialist Hospital,2025-02-15 18:37:00,Emergency Department,Patient Portal,True,Poor Communication,The delay was not explained clearly.,Negative,High,Resolved,29.44,1.22,Patient Experience System,True
CMP0000273,EN000689,,KPJ_01,JCORP Specialist Hospital,2025-02-15 08:14:00,Outpatient Department,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period.,Negative,Medium,Not Applicable,34.66,0.0,Patient Experience System,True
CMP0000274,EN000694,,KPJ_01,JCORP Specialist Hospital,2025-02-17 08:54:00,Emergency Department,Call Centre,True,Long Waiting Time,My appointment was delayed and no clear update was given.,Negative,High,Resolved,27.5,2.27,Patient Experience System,True
CMP0000275,EN000695,VIS00093592,KPJ_01,JCORP Specialist Hospital,2025-02-17 08:15:00,Outpatient Department,Google Review,False,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Not Applicable,34.91,0.0,Patient Experience System,True
CMP0000276,EN000698,VIS00094158,KPJ_01,JCORP Specialist Hospital,2025-02-18 12:02:00,Outpatient Department,Google Review,False,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Not Applicable,35.24,0.0,Patient Experience System,True
CMP0000277,EN000700,VIS00094182,KPJ_01,JCORP Specialist Hospital,2025-02-19 17:12:00,Emergency Department,Facebook,False,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Not Applicable,30.74,5.93,Patient Experience System,True
CMP0000278,EN000704,VIS00094894,KPJ_01,JCORP Specialist Hospital,2025-02-20 16:52:00,Outpatient Department,Google Review,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,High,Not Applicable,34.66,0.0,Patient Experience System,True
CMP0000279,EN000704,VIS00094893,KPJ_01,JCORP Specialist Hospital,2025-02-20 15:36:00,Outpatient Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 26 minutes.,Negative,Medium,Not Applicable,34.66,0.0,Patient Experience System,True
CMP0000280,EN000706,VIS00095125,KPJ_01,JCORP Specialist Hospital,2025-02-21 19:24:00,Emergency Department,Google Review,False,Overcrowding,There were too many patients in the service area.,Negative,Medium,Not Applicable,26.42,2.54,Patient Experience System,True
CMP0000281,EN000706,VIS00095201,KPJ_01,JCORP Specialist Hospital,2025-02-21 08:22:00,Emergency Department,Google Review,False,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Not Applicable,26.42,2.54,Patient Experience System,True
CMP0000282,EN000707,VIS00095297,KPJ_01,JCORP Specialist Hospital,2025-02-21 15:13:00,Outpatient Department,Facebook,False,Staff Attitude,The service attitude did not meet expectations.,Negative,Medium,Not Applicable,36.71,0.0,Patient Experience System,True
CMP0000283,EN000712,,KPJ_01,JCORP Specialist Hospital,2025-02-23 08:13:00,Emergency Department,Google Review,False,Poor Communication,No one updated us about the service delay.,Negative,Medium,Not Applicable,30.64,2.84,Patient Experience System,True
CMP0000284,EN000714,,KPJ_01,JCORP Specialist Hospital,2025-02-23 20:38:00,Inpatient Wards,Facebook,False,Facility Condition,Some facilities were not functioning properly.,Neutral,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000285,EN000713,VIS00095934,KPJ_01,JCORP Specialist Hospital,2025-02-23 12:34:00,Outpatient Department,Facebook,False,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Not Applicable,36.69,0.0,Patient Experience System,True
CMP0000286,EN000715,VIS00096013,KPJ_01,JCORP Specialist Hospital,2025-02-24 09:55:00,Emergency Department,Call Centre,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 39 minutes.,Negative,Medium,Resolved,29.11,2.82,Patient Experience System,True
CMP0000287,EN000716,VIS00096212,KPJ_01,JCORP Specialist Hospital,2025-02-24 08:25:00,Outpatient Department,Facebook,False,Staff Attitude,I expected more courtesy during the visit.,Negative,High,Not Applicable,34.93,0.0,Patient Experience System,True
CMP0000288,EN000716,,KPJ_01,JCORP Specialist Hospital,2025-02-24 14:00:00,Outpatient Department,Facebook,False,Long Waiting Time,My appointment was delayed and no clear update was given.,Negative,Medium,Not Applicable,34.93,0.0,Patient Experience System,True
CMP0000289,EN000719,VIS00096698,KPJ_01,JCORP Specialist Hospital,2025-02-25 17:00:00,Outpatient Department,Formal Complaint Form,True,Facility Condition,Some facilities were not functioning properly.,Negative,Low,In Progress,34.16,0.0,Patient Experience System,True
CMP0000290,EN000721,,KPJ_01,JCORP Specialist Hospital,2025-02-26 09:40:00,Emergency Department,Call Centre,True,Insufficient Staff,There did not seem to be enough staff available.,Negative,High,In Progress,27.46,4.32,Patient Experience System,True
CMP0000291,EN000722,VIS00097089,KPJ_01,JCORP Specialist Hospital,2025-02-26 18:15:00,Outpatient Department,Formal Complaint Form,True,Staff Attitude,The staff member was not very helpful.,Negative,Medium,Resolved,35.31,0.0,Patient Experience System,True
CMP0000292,EN000724,VIS00097484,KPJ_01,JCORP Specialist Hospital,2025-02-27 17:19:00,Emergency Department,Patient Portal,True,Facility Condition,The environment did not feel well maintained.,Negative,Low,Resolved,29.91,2.22,Patient Experience System,True
CMP0000293,EN000726,,KPJ_01,JCORP Specialist Hospital,2025-02-27 09:50:00,Inpatient Wards,Facebook,False,Poor Communication,No one updated us about the service delay.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000294,EN000725,VIS00097751,KPJ_01,JCORP Specialist Hospital,2025-02-27 19:23:00,Outpatient Department,Patient Portal,True,Insufficient Staff,Only a few staff members were handling many patients.,Negative,Medium,Resolved,34.97,0.0,Patient Experience System,True
CMP0000295,EN000727,VIS00097842,KPJ_01,JCORP Specialist Hospital,2025-02-28 18:02:00,Emergency Department,Google Review,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 48 minutes.,Negative,High,Not Applicable,30.54,2.99,Patient Experience System,True
CMP0000296,EN000735,,KPJ_01,JCORP Specialist Hospital,2025-03-02 16:13:00,Inpatient Wards,Formal Complaint Form,True,Poor Communication,The delay was not explained clearly.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000297,EN000737,,KPJ_01,JCORP Specialist Hospital,2025-03-03 19:35:00,Outpatient Department,Google Review,False,Long Waiting Time,I waited far too long before being attended to.,Negative,High,Not Applicable,35.28,0.0,Patient Experience System,True
CMP0000298,EN000737,VIS00098845,KPJ_01,JCORP Specialist Hospital,2025-03-03 12:08:00,Outpatient Department,Patient Portal,True,Poor Communication,The delay was not explained clearly.,Negative,Medium,Resolved,35.28,0.0,Patient Experience System,True
CMP0000299,EN000737,VIS00098847,KPJ_01,JCORP Specialist Hospital,2025-03-03 11:16:00,Outpatient Department,Facebook,False,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Not Applicable,35.28,0.0,Patient Experience System,True
CMP0000300,EN000737,VIS00098857,KPJ_01,JCORP Specialist Hospital,2025-03-03 09:33:00,Outpatient Department,Patient Portal,True,Overcrowding,There were too many patients in the service area.,Negative,High,Resolved,35.28,0.0,Patient Experience System,True
CMP0000301,EN000739,VIS00099233,KPJ_01,JCORP Specialist Hospital,2025-03-04 20:26:00,Emergency Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 38 minutes.,Negative,High,Not Applicable,31.32,0.77,Patient Experience System,True
CMP0000302,EN000740,VIS00099498,KPJ_01,JCORP Specialist Hospital,2025-03-04 20:28:00,Outpatient Department,Google Review,False,Staff Attitude,The response from staff felt unfriendly.,Negative,High,Not Applicable,34.84,0.0,Patient Experience System,True
CMP0000303,EN000743,VIS00099791,KPJ_01,JCORP Specialist Hospital,2025-03-05 14:08:00,Outpatient Department,Facebook,False,Poor Communication,Staff communication about the waiting process was unclear.,Negative,High,Not Applicable,34.47,0.0,Patient Experience System,True
CMP0000304,EN000745,VIS00100006,KPJ_01,JCORP Specialist Hospital,2025-03-06 12:14:00,Emergency Department,Patient Portal,True,Staff Attitude,The service attitude did not meet expectations.,Negative,Low,Resolved,28.85,1.99,Patient Experience System,True
CMP0000305,EN000745,VIS00099983,KPJ_01,JCORP Specialist Hospital,2025-03-06 10:43:00,Emergency Department,Call Centre,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 8 minutes.,Negative,High,Resolved,28.85,1.99,Patient Experience System,True
CMP0000306,EN000751,VIS00100951,KPJ_01,JCORP Specialist Hospital,2025-03-08 15:57:00,Emergency Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 41 minutes.,Negative,Medium,Resolved,30.62,1.76,Patient Experience System,True
CMP0000307,EN000757,VIS00101362,KPJ_01,JCORP Specialist Hospital,2025-03-10 14:26:00,Emergency Department,Patient Portal,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Resolved,30.48,2.29,Patient Experience System,True
CMP0000308,EN000761,,KPJ_01,JCORP Specialist Hospital,2025-03-11 20:15:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating.,Negative,High,Resolved,35.02,0.0,Patient Experience System,True
CMP0000309,EN000766,,KPJ_01,JCORP Specialist Hospital,2025-03-13 11:45:00,Emergency Department,Patient Portal,True,Overcrowding,The waiting space was very crowded.,Negative,Medium,In Progress,28.82,3.65,Patient Experience System,True
CMP0000310,EN000767,VIS00103032,KPJ_01,JCORP Specialist Hospital,2025-03-13 21:24:00,Outpatient Department,Facebook,False,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Not Applicable,35.9,0.0,Patient Experience System,True
CMP0000311,EN000769,,KPJ_01,JCORP Specialist Hospital,2025-03-14 08:22:00,Emergency Department,Call Centre,True,Billing,I had difficulty understanding the charges.,Negative,Low,Resolved,29.67,4.9,Patient Experience System,True
CMP0000312,EN000770,,KPJ_01,JCORP Specialist Hospital,2025-03-14 13:10:00,Outpatient Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period.,Negative,Medium,Resolved,35.82,0.0,Patient Experience System,True
CMP0000313,EN000770,,KPJ_01,JCORP Specialist Hospital,2025-03-14 17:11:00,Outpatient Department,Facebook,False,Long Waiting Time,I waited far too long before being attended to.,Negative,High,Not Applicable,35.82,0.0,Patient Experience System,True
CMP0000314,EN000770,VIS00103414,KPJ_01,JCORP Specialist Hospital,2025-03-14 19:13:00,Outpatient Department,Facebook,False,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Not Applicable,35.82,0.0,Patient Experience System,True
CMP0000315,EN000775,VIS00103789,KPJ_01,JCORP Specialist Hospital,2025-03-16 18:06:00,Emergency Department,Google Review,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 21 minutes.,Negative,Medium,Not Applicable,29.02,1.39,Patient Experience System,True
CMP0000316,EN000778,VIS00104032,KPJ_01,JCORP Specialist Hospital,2025-03-17 15:05:00,Emergency Department,Call Centre,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 12 minutes.,Negative,High,Resolved,30.45,1.4,Patient Experience System,True
CMP0000317,EN000782,VIS00104691,KPJ_01,JCORP Specialist Hospital,2025-03-18 10:17:00,Outpatient Department,Google Review,False,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Not Applicable,33.74,0.0,Patient Experience System,True
CMP0000318,EN000787,VIS00105438,KPJ_01,JCORP Specialist Hospital,2025-03-20 09:48:00,Emergency Department,Google Review,False,Poor Communication,No one updated us about the service delay.,Negative,Medium,Not Applicable,30.21,1.59,Patient Experience System,True
CMP0000319,EN000788,VIS00105464,KPJ_01,JCORP Specialist Hospital,2025-03-20 21:16:00,Outpatient Department,Patient Portal,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Resolved,35.89,0.0,Patient Experience System,True
CMP0000320,EN000791,VIS00105899,KPJ_01,JCORP Specialist Hospital,2025-03-21 11:47:00,Outpatient Department,Facebook,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,36.32,0.0,Patient Experience System,True
CMP0000321,EN000793,VIS00106148,KPJ_01,JCORP Specialist Hospital,2025-03-22 17:35:00,Emergency Department,Formal Complaint Form,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Resolved,30.66,1.27,Patient Experience System,True
CMP0000322,EN000794,VIS00106359,KPJ_01,JCORP Specialist Hospital,2025-03-22 21:09:00,Outpatient Department,Facebook,False,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,High,Not Applicable,35.71,0.0,Patient Experience System,True
CMP0000323,EN000797,,KPJ_01,JCORP Specialist Hospital,2025-03-23 12:58:00,Outpatient Department,Patient Portal,True,Staff Attitude,The response from staff felt unfriendly.,Negative,High,Resolved,35.83,0.0,Patient Experience System,True
CMP0000324,EN000803,VIS00107361,KPJ_01,JCORP Specialist Hospital,2025-03-25 20:19:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 14 minutes.,Negative,High,Resolved,35.12,0.0,Patient Experience System,True
CMP0000325,EN000803,VIS00107408,KPJ_01,JCORP Specialist Hospital,2025-03-25 14:17:00,Outpatient Department,Patient Portal,True,Overcrowding,There were too many patients in the service area.,Negative,Medium,Resolved,35.12,0.0,Patient Experience System,True
CMP0000326,EN000805,,KPJ_01,JCORP Specialist Hospital,2025-03-26 10:27:00,Emergency Department,Google Review,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,High,Not Applicable,27.62,5.6,Patient Experience System,True
CMP0000327,EN000809,,KPJ_01,JCORP Specialist Hospital,2025-03-27 19:23:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating.,Negative,High,Resolved,35.33,0.0,Patient Experience System,True
CMP0000328,EN000809,VIS00108238,KPJ_01,JCORP Specialist Hospital,2025-03-27 14:40:00,Outpatient Department,Call Centre,True,Overcrowding,The department felt congested and uncomfortable.,Negative,High,Resolved,35.33,0.0,Patient Experience System,True
CMP0000329,EN000811,VIS00108424,KPJ_01,JCORP Specialist Hospital,2025-03-28 21:39:00,Emergency Department,Patient Portal,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 24 minutes.,Negative,High,In Progress,30.45,2.98,Patient Experience System,True
CMP0000330,EN000813,,KPJ_01,JCORP Specialist Hospital,2025-03-28 10:23:00,Inpatient Wards,Patient Portal,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,High,Resolved,0.0,0.0,Patient Experience System,True
CMP0000331,EN000812,VIS00108814,KPJ_01,JCORP Specialist Hospital,2025-03-28 15:58:00,Outpatient Department,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 36 minutes.,Negative,Medium,Not Applicable,35.12,0.0,Patient Experience System,True
CMP0000332,EN000817,VIS00109147,KPJ_01,JCORP Specialist Hospital,2025-03-30 10:19:00,Emergency Department,Facebook,False,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 20 minutes.,Negative,Medium,Not Applicable,29.45,0.64,Patient Experience System,True
CMP0000333,EN000820,VIS00109407,KPJ_01,JCORP Specialist Hospital,2025-03-31 14:26:00,Emergency Department,Patient Portal,True,Poor Communication,I did not receive enough information about what was happening.,Negative,High,Resolved,27.86,1.53,Patient Experience System,True
CMP0000334,EN000824,VIS00110224,KPJ_01,JCORP Specialist Hospital,2025-04-01 08:23:00,Outpatient Department,Call Centre,True,Facility Condition,The facility condition could be improved.,Negative,Medium,Resolved,35.4,0.0,Patient Experience System,True
CMP0000335,EN000828,,KPJ_01,JCORP Specialist Hospital,2025-04-02 17:46:00,Inpatient Wards,Google Review,False,Poor Communication,No one updated us about the service delay.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000336,EN000827,VIS00110690,KPJ_01,JCORP Specialist Hospital,2025-04-02 10:20:00,Outpatient Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 28 minutes.,Negative,Medium,Not Applicable,35.27,0.0,Patient Experience System,True
CMP0000337,EN000827,VIS00110469,KPJ_01,JCORP Specialist Hospital,2025-04-02 13:43:00,Outpatient Department,Formal Complaint Form,True,Staff Attitude,The staff member was not very helpful.,Negative,Low,In Progress,35.27,0.0,Patient Experience System,True
CMP0000338,EN000830,VIS00110938,KPJ_01,JCORP Specialist Hospital,2025-04-03 13:18:00,Outpatient Department,Patient Portal,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 31 minutes.,Negative,Medium,Open,34.99,0.0,Patient Experience System,True
CMP0000339,EN000833,VIS00111421,KPJ_01,JCORP Specialist Hospital,2025-04-04 19:10:00,Outpatient Department,Google Review,False,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 33 minutes.,Negative,Medium,Not Applicable,35.34,0.0,Patient Experience System,True
CMP0000340,EN000833,VIS00111295,KPJ_01,JCORP Specialist Hospital,2025-04-04 09:06:00,Outpatient Department,Call Centre,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 48 minutes.,Negative,High,Resolved,35.34,0.0,Patient Experience System,True
CMP0000341,EN000838,VIS00111899,KPJ_01,JCORP Specialist Hospital,2025-04-06 13:41:00,Emergency Department,Patient Portal,True,Facility Condition,Some facilities were not functioning properly.,Negative,Low,Open,28.93,4.38,Patient Experience System,True
CMP0000342,EN000838,VIS00111914,KPJ_01,JCORP Specialist Hospital,2025-04-06 11:20:00,Emergency Department,Google Review,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 38 minutes.,Negative,Medium,Not Applicable,28.93,4.38,Patient Experience System,True
CMP0000343,EN000840,,KPJ_01,JCORP Specialist Hospital,2025-04-06 11:33:00,Inpatient Wards,Call Centre,True,Staff Attitude,I expected more courtesy during the visit.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000344,EN000839,VIS00112059,KPJ_01,JCORP Specialist Hospital,2025-04-06 15:54:00,Outpatient Department,Call Centre,True,Facility Condition,The facility condition could be improved.,Negative,Low,Resolved,35.63,0.0,Patient Experience System,True
CMP0000345,EN000842,VIS00112417,KPJ_01,JCORP Specialist Hospital,2025-04-07 11:29:00,Outpatient Department,Patient Portal,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 65 minutes.,Negative,Medium,In Progress,35.87,0.0,Patient Experience System,True
CMP0000346,EN000846,,KPJ_01,JCORP Specialist Hospital,2025-04-08 17:09:00,Inpatient Wards,Patient Portal,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000347,EN000847,VIS00112914,KPJ_01,JCORP Specialist Hospital,2025-04-09 19:05:00,Emergency Department,Facebook,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,27.62,3.23,Patient Experience System,True
CMP0000348,EN000850,VIS00113447,KPJ_01,JCORP Specialist Hospital,2025-04-10 09:34:00,Emergency Department,Facebook,False,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,Not Applicable,30.26,0.78,Patient Experience System,True
CMP0000349,EN000851,VIS00113718,KPJ_01,JCORP Specialist Hospital,2025-04-10 15:22:00,Outpatient Department,Facebook,False,Facility Condition,Some facilities were not functioning properly.,Negative,Medium,Not Applicable,35.51,0.0,Patient Experience System,True
CMP0000350,EN000862,VIS00114772,KPJ_01,JCORP Specialist Hospital,2025-04-14 13:24:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 47 minutes.,Negative,Medium,Resolved,31.47,2.8,Patient Experience System,True
CMP0000351,EN000866,VIS00115635,KPJ_01,JCORP Specialist Hospital,2025-04-15 16:39:00,Outpatient Department,Google Review,False,Poor Communication,I did not receive enough information about what was happening.,Negative,Low,Not Applicable,35.06,0.0,Patient Experience System,True
CMP0000352,EN000868,VIS00115684,KPJ_01,JCORP Specialist Hospital,2025-04-16 21:47:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 25 minutes.,Negative,High,Resolved,30.07,1.47,Patient Experience System,True
CMP0000353,EN000870,,KPJ_01,JCORP Specialist Hospital,2025-04-16 09:31:00,Inpatient Wards,Google Review,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000354,EN000869,VIS00115825,KPJ_01,JCORP Specialist Hospital,2025-04-16 08:19:00,Outpatient Department,Call Centre,True,Insufficient Staff,Only a few staff members were handling many patients.,Negative,High,Resolved,34.91,0.0,Patient Experience System,True
CMP0000355,EN000869,VIS00115856,KPJ_01,JCORP Specialist Hospital,2025-04-16 15:45:00,Outpatient Department,Facebook,False,Overcrowding,There were too many patients in the service area.,Negative,Medium,Not Applicable,34.91,0.0,Patient Experience System,True
CMP0000356,EN000875,VIS00116704,KPJ_01,JCORP Specialist Hospital,2025-04-18 16:17:00,Outpatient Department,Facebook,False,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 30 minutes.,Negative,Medium,Not Applicable,34.31,0.0,Patient Experience System,True
